airline_key,airline_id,airline_code,airline_name,airline_country,airline_active,comparison_threshold_20,comparison_threshold_50,comparison_threshold_100,dashboard_default_eligible,directed_route_presences,distinct_origin_airports,distinct_destination_airports,distinct_airports,distinct_countries,domestic_route_presence_share,international_route_presence_share,reciprocal_route_share,codeshare_route_presence_share
id:16136,16136,NS,Caucasus Airlines,Georgia,Y,True,True,False,True,62,29,29,29,1,1,0,1,0
id:2857,2857,QZ,Indonesia AirAsia,Indonesia,Y,True,True,False,True,62,17,17,17,5,0.32258064516129,0.67741935483871,1,0
id:9828,9828,YC,Ciel Canadien,Canada,Y,True,True,False,True,62,18,18,18,3,0.935483870967742,0.0645161290322581,1,0
id:4740,4740,BC,Skymark Airlines,Japan,Y,True,True,False,True,58,14,14,14,1,1,0,1,0
id:753,753,Q6,Aero Condor Peru,Peru,Y,True,True,False,True,58,26,26,26,1,1,0,0.931034482758621,0
id:19305,19305,QG,Citilink Indonesia,Indonesia,Y,True,True,False,True,58,21,21,21,2,0.931034482758621,0.0689655172413793,1,0
id:1403,1403,UP,Bahamasair,Bahamas,Y,True,True,False,True,58,26,26,26,5,0.517241379310345,0.482758620689655,0.96551724137931,0
id:1548,1548,FB,Bulgaria Air,Bulgaria,Y,True,True,False,True,56,26,26,26,17,0.107142857142857,0.892857142857143,1,0
id:921,921,GL,Air Greenland,Denmark,Y,True,True,False,True,56,21,21,21,3,0.928571428571429,0.0714285714285714,1,0
id:1936,1936,CU,Cubana de Aviación,Cuba,Y,True,True,False,True,55,24,23,24,13,0.236363636363636,0.763636363636364,0.727272727272727,0.0677966101694915
id:4797,4797,IE,Solomon Airlines,Solomon Islands,Y,True,True,False,True,54,19,19,19,4,0.851851851851852,0.148148148148148,0.851851851851852,0
id:3776,3776,OA,Olympic Airlines,Greece,Y,True,True,False,True,54,26,26,26,6,0.814814814814815,0.185185185185185,1,0.509090909090909
id:9541,9541,TM,Air Mozambique,Mozambique,Y,True,True,False,True,54,14,14,14,5,0.666666666666667,0.333333333333333,1,0
id:2835,2835,FI,Icelandair,Iceland,Y,True,True,False,True,53,28,28,28,13,0.0377358490566038,0.962264150943396,0.905660377358491,0
id:2607,2607,ZK,Great Lakes Airlines,United States,Y,True,True,False,True,53,26,26,26,1,1,0,0.943396226415094,0
id:316,316,NX,Air Macau,Macao,Y,True,True,False,True,52,27,27,27,7,0,1,1,0.0714285714285714
id:197,197,J2,Azerbaijan Airlines,Azerbaijan,Y,True,True,False,True,50,25,25,25,16,0.04,0.96,1,0.0740740740740741
id:13704,13704,KY,KSY,Greece,Y,True,True,False,True,50,21,21,21,1,1,0,1,0
id:1463,1463,BV,Blue Panorama Airlines,Italy,Y,True,False,False,False,49,21,21,21,6,0.387755102040816,0.612244897959184,0.816326530612245,0
id:4737,4737,H2,Sky Airline,Chile,Y,True,False,False,False,49,16,16,16,4,0.877551020408163,0.122448979591837,0.979591836734694,0
id:2773,2773,HX,Hong Kong Airlines,Hong Kong SAR of China,Y,True,False,False,False,49,26,25,26,7,0,1,0.979591836734694,0
id:10122,10122,SZ,Salzburg arrows,Austria,Y,True,False,False,False,48,20,20,20,7,0,1,1,0
id:502,502,MO,Abu Dhabi Amiri Flight,United Arab Emirates,Y,True,False,False,False,47,14,14,14,1,1,0,0.978723404255319,0.0961538461538462
id:1729,1729,2Z,Changan Airlines,China,N,True,False,False,False,46,19,19,19,1,1,0,1,0
id:3976,3976,9E,Pinnacle Airlines,United States,Y,True,False,False,False,46,25,25,26,1,1,0,0.956521739130435,0
code:9M,,9M,,,,True,False,False,False,46,18,18,18,1,1,0,1,0
id:1359,1359,BG,Biman Bangladesh Airlines,Bangladesh,Y,True,False,False,False,46,22,22,22,16,0.0869565217391304,0.91304347826087,0.739130434782609,0
id:3674,3674,DD,Nok Air,Thailand,Y,True,False,False,False,46,23,23,23,2,0.956521739130435,0.0434782608695652,1,0
id:4863,4863,EQ,TAME,Ecuador,Y,True,False,False,False,46,20,21,21,7,0.695652173913043,0.304347826086957,0.91304347826087,0
id:18732,18732,OD,Malindo Air,Malaysia,Y,True,False,False,False,46,21,21,21,5,0.565217391304348,0.434782608695652,1,0
code:PB,,PB,,,,True,False,False,False,46,18,18,18,1,1,0,0.956521739130435,0
id:18944,18944,7I,Insel Air (7I/INC) (Priv),Netherlands Antilles,Y,True,False,False,False,45,18,18,18,10,0.0888888888888889,0.911111111111111,0.977777777777778,0
id:9818,9818,3O,Air Arabia Maroc,Morocco,Y,True,False,False,False,44,18,18,18,9,0,1,1,0
id:1623,1623,5T,Canadian North,Canada,Y,True,False,False,False,44,18,19,19,1,1,0,0.954545454545455,0.323076923076923
id:543,543,B9,Air Bangladesh,Bangladesh,Y,True,False,False,False,44,14,14,14,1,1,0,1,0
id:3233,3233,QV,Lao Airlines,Lao Peoples Democratic Republic,Y,True,False,False,False,42,17,17,17,7,0.380952380952381,0.619047619047619,1,0.0869565217391304
id:4937,4937,TT,Tiger Airways Australia,Australia,Y,True,False,False,False,42,14,14,14,1,1,0,1,0
id:5333,5333,TV,Virgin Express,Belgium,Y,True,False,False,False,42,19,19,19,1,1,0,1,0
id:1290,1290,VW,Aeromar,Mexico,Y,True,False,False,False,42,21,21,21,2,0.857142857142857,0.142857142857143,1,0
id:13757,13757,WU,Wizz Air Ukraine,Ukraine,Y,True,False,False,False,42,18,18,18,9,0,1,1,0
id:1909,1909,XK,Corse-Mediterranee,France,Y,True,False,False,False,42,13,13,13,3,0.857142857142857,0.142857142857143,1,0
id:3652,3652,2N,NextJet,Sweden,Y,True,False,False,False,41,19,19,19,3,0.804878048780488,0.195121951219512,0.975609756097561,0
id:16508,16508,BU,Baikotovitchestrian Airlines ,American Samoa,Y,True,False,False,False,41,18,18,19,2,0.951219512195122,0.0487804878048781,0.780487804878049,0
id:410,410,2B,Aerocondor,Portugal,Y,True,False,False,False,40,16,16,16,2,0.95,0.05,1,0
id:2353,2353,FY,Firefly,Malaysia,Y,True,False,False,False,40,16,16,16,4,0.55,0.45,1,0
id:83,83,JP,Adria Airways,Slovenia,Y,True,False,False,False,40,18,18,18,17,0,1,1,0
id:1434,1434,JV,Bearskin Lake Air Service,Canada,Y,True,False,False,False,39,14,14,14,1,1,0,0.82051282051282,0
id:10765,10765,K5,SeaPort Airlines,United States,Y,True,False,False,False,39,21,21,21,1,1,0,0.974358974358974,0
id:1057,1057,MK,Air Mauritius,Mauritius,Y,True,False,False,False,39,21,21,21,13,0.0769230769230769,0.923076923076923,0.923076923076923,0.0930232558139535
id:4292,4292,WB,Rwandair Express,Rwanda,Y,True,False,False,False,39,18,17,18,15,0.102564102564103,0.897435897435897,0.974358974358974,0.025
id:1073,1073,9U,Air Moldova,Moldova,Y,True,False,False,False,38,20,20,20,13,0,1,1,0
id:879,879,FJ,Air Pacific,Fiji,Y,True,False,False,False,38,16,17,17,11,0,1,0.947368421052632,0.424242424242424
code:P6,,P6,,,,True,False,False,False,38,12,13,13,1,1,0,0.842105263157895,0
id:4356,4356,SY,Sun Country Airlines,United States,Y,True,False,False,False,38,18,18,18,3,0.842105263157895,0.157894736842105,1,0
id:5041,5041,VR,TACV,Portugal,Y,True,False,False,False,38,13,13,13,7,0.473684210526316,0.526315789473684,0.894736842105263,0
id:3021,3021,3K,Jetstar Asia Airways,Singapore,Y,True,False,False,False,36,18,18,18,12,0,1,1,0
id:3788,3788,8Q,Onur Air,Turkey,Y,True,False,False,False,36,19,19,19,5,0.722222222222222,0.277777777777778,1,0
id:32,32,8U,Afriqiyah Airways,Libya,Y,True,False,False,False,36,13,13,14,9,0.138888888888889,0.861111111111111,0.944444444444444,0
id:3392,3392,AE,Mandarin Airlines,Taiwan,Y,True,False,False,False,36,20,20,20,6,0.333333333333333,0.666666666666667,1,0.357142857142857
id:2417,2417,D7,AirAsia X,Malaysia,Y,True,False,False,False,36,19,19,19,9,0,1,1,0
id:1492,1492,GQ,Big Sky Airlines,United States,N,True,False,False,False,36,18,20,20,1,1,0,0.833333333333333,0
id:2245,2245,K2,Eurolot,Poland,Y,True,False,False,False,36,17,17,17,8,0.166666666666667,0.833333333333333,1,0
code:YN,,YN,,,,True,False,False,False,36,15,15,15,1,1,0,1,0
id:603,603,Z8,Amaszonas,Bolivia,Y,True,False,False,False,36,14,14,14,3,0.833333333333333,0.166666666666667,1,0
id:5188,5188,8R,TRIP Linhas A,Brazil,Y,True,False,False,False,35,16,17,17,2,0.942857142857143,0.0571428571428572,0.857142857142857,0
id:3740,3740,BJ,Nouvel Air Tunisie,Tunisia,Y,True,False,False,False,35,15,15,16,5,0.114285714285714,0.885714285714286,0.914285714285714,0
id:4304,4304,S4,SATA International,Portugal,Y,True,False,False,False,35,14,15,15,9,0.342857142857143,0.657142857142857,0.914285714285714,0.567901234567901
id:153,153,SW,Air Namibia,Namibia,Y,True,False,False,False,35,17,17,17,8,0.371428571428571,0.628571428571429,0.914285714285714,0
id:9531,9531,7J,Tajik Air,Tajikistan,Y,True,False,False,False,34,15,15,15,9,0,1,1,0
id:9082,9082,B7,Uni Air,Taiwan,Y,True,False,False,False,34,19,19,19,3,0,1,1,0.32
id:312,312,BM,Air Sicilia,Italy,Y,True,False,False,False,34,20,20,20,8,0.294117647058824,0.705882352941176,1,0
id:2420,2420,F7,Flybaboo,Switzerland,Y,True,False,False,False,34,18,18,18,7,0.294117647058824,0.705882352941176,1,0.105263157894737
id:476,476,FO,Airlines Of Tasmania,Australia,Y,True,False,False,False,34,13,14,14,5,0.588235294117647,0.411764705882353,0.882352941176471,0
id:4021,4021,PD,Porter Airlines,Canada,Y,True,False,False,False,34,17,17,17,2,0.705882352941177,0.294117647058823,1,0
id:882,882,QH,Air Florida,United States,Y,True,False,False,False,34,12,12,12,5,0.0588235294117647,0.941176470588235,1,0
id:4521,4521,SD,Sudan Airways,Sudan,Y,True,False,False,False,34,16,17,17,10,0.264705882352941,0.735294117647059,0.823529411764706,0
id:5651,5651,VJ,Royal Air Cambodge,Cambodia,Y,True,False,False,False,34,12,12,12,2,0.882352941176471,0.117647058823529,1,0
id:1943,1943,YK,Cyprus Turkish Airlines,Turkey,Y,True,False,False,False,34,11,12,12,4,0.0588235294117647,0.941176470588235,0.941176470588235,0
id:2994,2994,7C,Jeju Air,Republic of Korea,Y,True,False,False,False,33,15,15,15,7,0.181818181818182,0.818181818181818,0.96969696969697,0
id:338,338,TL,Airnorth,Australia,Y,True,False,False,False,33,16,16,16,2,0.939393939393939,0.0606060606060606,0.909090909090909,0
id:897,897,2P,Air Philippines,Philippines,Y,True,False,False,False,32,17,17,17,2,0.9375,0.0625,1,0.0588235294117647
id:8463,8463,4H,United Airways,Bangladesh,Y,True,False,False,False,32,15,15,15,8,0.4375,0.5625,0.9375,0
id:4335,4335,BB,Seaborne Airlines,United States,Y,True,False,False,False,32,16,16,16,9,0.1875,0.8125,1,0
id:17094,17094,DN,Senegal Airlines,Senegal,Y,True,False,False,False,32,15,15,15,13,0.125,0.875,0.9375,0
id:2826,2826,FW,Ibex Airlines,Japan,Y,True,False,False,False,32,11,11,11,1,1,0,1,0
id:995,995,KK,Atlasjet,Turkey,Y,True,False,False,False,32,14,14,14,7,0.3125,0.6875,1,0
id:17675,17675,MM,Peach Aviation,Japan,Y,True,False,False,False,32,15,15,15,4,0.625,0.375,1,0
id:5479,5479,SE,XL Airways France,France,Y,True,False,False,False,32,17,17,17,11,0.1875,0.8125,0.625,0
id:11811,11811,UJ,AlMasria Universal Airlines,Egypt,Y,True,False,False,False,32,16,17,17,6,0.1875,0.8125,0.9375,0
id:9764,9764,Z2,Zest Air,Philippines,Y,True,False,False,False,32,14,14,14,6,0.3125,0.6875,1,0
id:20004,20004,9V,Volotea Costa Rica,Costa Rica,Y,True,False,False,False,31,13,13,13,5,0.67741935483871,0.32258064516129,0.967741935483871,0
id:3574,3574,NHG,NHT Lineas Aereas,Brazil,N,True,False,False,False,31,15,14,15,1,1,0,0.838709677419355,0
id:4031,4031,PW,Precision Air,Tanzania,Y,True,False,False,False,31,11,11,11,4,0.548387096774194,0.451612903225806,0.903225806451613,0
id:595,595,3G,Atlant-Soyuz Airlines,Russia,Y,True,False,False,False,30,11,11,11,11,0,1,1,0
id:1340,1340,6R,Alrosa Mirny Air Enterprise,Russia,Y,True,False,False,False,30,10,10,10,1,1,0,1,0
id:3856,3856,8P,Pacific Coastal Airline,Canada,Y,True,False,False,False,30,14,14,14,1,1,0,0.933333333333333,0
id:4255,4255,BI,Royal Brunei Airlines,Brunei,Y,True,False,False,False,30,17,17,17,12,0.0666666666666667,0.933333333333333,0.866666666666667,0
id:2993,2993,J9,Jazeera Airways,Kuwait,Y,True,False,False,False,30,16,16,16,10,0,1,1,0
id:16942,16942,L6,Mauritania Airlines International,Mauritania,Y,True,False,False,False,30,13,13,13,10,0.2,0.8,1,0
id:1539,1539,NT,Binter Canarias,Spain,Y,True,False,False,False,30,10,10,10,3,0.8,0.2,1,0.347826086956522
id:2117,2117,T3,Eastern Airways,United Kingdom,Y,True,False,False,False,30,15,15,15,3,0.866666666666667,0.133333333333333,1,0.0625
id:1792,1792,WX,CityJet,Ireland,Y,True,False,False,False,30,16,16,16,8,0.133333333333333,0.866666666666667,1,0
id:16725,16725,Y8,Marusya Airways,Russia,Y,True,False,False,False,30,14,14,14,1,1,0,1,0
id:1581,1581,5C,CAL Cargo Air Lines,Israel,Y,True,False,False,False,29,15,15,15,3,0.862068965517241,0.137931034482759,0.689655172413793,0
id:1942,1942,CY,Cyprus Airways,Cyprus,Y,True,False,False,False,29,15,15,15,12,0.0344827586206897,0.96551724137931,0.96551724137931,0.0645161290322581
id:970,970,W9,Air Bagan,Myanmar,Y,True,False,False,False,29,11,11,11,2,0.931034482758621,0.0689655172413793,0.896551724137931,0
id:55,55,8V,Astral Aviation,Kenya,Y,True,False,False,False,28,14,14,14,1,1,0,0.642857142857143,0
id:5982,5982,BX,Air Busan,Republic of Korea,Y,True,False,False,False,28,15,15,15,8,0,1,1,0
id:14118,14118,GK,Genesis,Pakistan,Y,True,False,False,False,28,10,10,10,1,1,0,1,0
id:14849,14849,JY,Aereonautica militare,Italy,Y,True,False,False,False,28,12,12,12,6,0.214285714285714,0.785714285714286,1,0
id:3935,3935,KS,Peninsula Airways,United States,Y,True,False,False,False,28,14,14,14,1,1,0,1,0
id:462,462,OB,Astrakhan Airlines,Russia,Y,True,False,False,False,28,9,9,9,4,0.75,0.25,0.928571428571429,0
id:13108,13108,Q2,Maldivian,Maldives,Y,True,False,False,False,28,11,11,11,4,0.571428571428571,0.428571428571429,1,0
id:4429,4429,SP,SATA Air Acores,Portugal,Y,True,False,False,False,28,9,9,9,1,1,0,1,0
id:16475,16475,YI,TUR Avrupa Hava YollarÄ±,Turkey,N,True,False,False,False,27,8,8,8,6,0.0740740740740741,0.925925925925926,0.962962962962963,0
id:2916,2916,3L,Intersky,Austria,Y,True,False,False,False,26,15,15,15,5,0.230769230769231,0.769230769230769,1,0
id:2395,2395,B5,Flightline,United Kingdom,Y,True,False,False,False,26,14,14,14,3,0.730769230769231,0.269230769230769,0.846153846153846,0
id:386,386,GV,Aero Flight,Germany,Y,True,False,False,False,26,19,18,21,1,1,0,0.692307692307692,0
id:2765,2765,HD,Hokkaido International Airlines,Japan,Y,True,False,False,False,26,14,14,14,1,1,0,1,0
id:9810,9810,LJ,Jin Air,South Korea,Y,True,False,False,False,26,15,15,15,9,0.0769230769230769,0.923076923076923,1,0
id:2218,2218,OV,Estonian Air,Estonia,Y,True,False,False,False,26,14,14,14,11,0,1,1,0
id:622,622,R7,Aserca Airlines,Venezuela,Y,True,False,False,False,26,11,11,11,2,0.923076923076923,0.0769230769230769,1,0
id:5399,5399,WJ,WebJet Linhas A,Brazil,Y,True,False,False,False,26,14,14,14,1,1,0,1,0
code:XU,,XU,,,,True,False,False,False,26,11,11,11,5,0.423076923076923,0.576923076923077,0.538461538461538,0
id:3539,3539,YM,Montenegro Airlines,Montenegro,Y,True,False,False,False,26,12,12,12,10,0,1,1,0
id:2682,2682,HF,Hapagfly,Germany,Y,True,False,False,False,25,12,12,12,11,0,1,0.96,0
id:16415,16415,QC,Camair-co,Cameroon,Y,True,False,False,False,25,13,13,13,9,0.32,0.68,0.56,0
id:16149,16149,WM,Windward Islands Airways,Netherlands Antilles,Y,True,False,False,False,25,12,12,12,8,0.24,0.76,0.96,0
id:11741,11741,3S,Air Antilles Express,Guadeloupe,Y,True,False,False,False,24,11,10,11,9,0.0833333333333333,0.916666666666667,0.916666666666667,0
id:16726,16726,7H,Era Alaska,United States,Y,True,False,False,False,24,13,13,13,1,1,0,1,0.865168539325843
id:683,683,BP,Air Botswana,Botswana,Y,True,False,False,False,24,8,8,8,4,0.333333333333333,0.666666666666667,1,0
id:1299,1299,OR,Arkefly,Netherlands,Y,True,False,False,False,24,12,12,12,8,0.166666666666667,0.833333333333333,0.5,0
id:18543,18543,SX,SkyWork Airlines ,Switzerland,Y,True,False,False,False,24,13,13,13,7,0,1,1,0
id:17891,17891,TZ,Scoot,Singapore,Y,True,False,False,False,24,13,13,13,8,0.0833333333333333,0.916666666666667,1,0
id:5085,5085,UG,Tuninter,Tunisia,Y,True,False,False,False,24,11,11,11,4,0.583333333333333,0.416666666666667,0.833333333333333,0
id:1191,1191,UU,Air Austral,France,Y,True,False,False,False,24,12,12,12,9,0,1,1,0
id:3370,3370,W5,Mahan Air,Iran,Y,True,False,False,False,24,13,13,13,10,0,1,1,0
id:1682,1682,KX,Cayman Airways,Cayman Islands,Y,True,False,False,False,23,11,11,11,5,0.304347826086957,0.695652173913043,0.869565217391304,0
id:567,567,TX,Air Caraïbes,France,Y,True,False,False,False,23,10,10,10,8,0.0869565217391304,0.91304347826087,0.869565217391304,0.178571428571429
id:2825,2825,TY,Iberworld,Spain,Y,True,False,False,False,23,10,10,10,1,1,0,0.956521739130435,0
id:470,470,2J,Air Burkina,Burkina Faso,Y,True,False,False,False,22,9,9,9,8,0.0909090909090909,0.909090909090909,0.909090909090909,0
id:5813,5813,6T,Air Mandalay,Burma,Y,True,False,False,False,22,10,10,10,1,1,0,1,0
id:4475,4475,DG,South East Asian Airlines,Philippines,Y,True,False,False,False,22,11,11,11,4,0.636363636363636,0.363636363636364,1,0
id:125,125,FG,Ariana Afghan Airlines,Afghanistan,Y,True,False,False,False,22,10,11,11,8,0.227272727272727,0.772727272727273,0.909090909090909,0
id:10121,10121,IL,Illinois Airways,United States,N,True,False,False,False,22,14,14,14,1,1,0,0.818181818181818,0
id:13899,13899,K6,Cambodia Angkor Air (K6),Cambodia,Y,True,False,False,False,22,8,8,8,4,0.181818181818182,0.818181818181818,1,0
id:1844,1844,KR,Comores Airlines,Comoros,Y,True,False,False,False,22,9,9,9,3,0,1,1,0
id:2990,2990,NU,Japan Transocean Air,Japan,Y,True,False,False,False,22,10,10,10,1,1,0,1,0
id:139,139,SB,Air Caledonie International,France,Y,True,False,False,False,22,11,11,11,8,0.0909090909090909,0.909090909090909,1,0
id:4965,4965,T7,Twin Jet,France,Y,True,False,False,False,22,13,13,13,3,0.727272727272727,0.272727272727273,1,0
id:9809,9809,ZE,Eastar Jet,South Korea,Y,True,False,False,False,22,13,13,13,7,0.272727272727273,0.727272727272727,1,0
id:18169,18169,P4,Patriot Airways,United States,Y,True,False,False,False,21,8,9,9,3,0.714285714285714,0.285714285714286,0.952380952380952,0
id:3148,3148,Y9,Kish Air,Iran,Y,True,False,False,False,21,10,10,10,2,0.80952380952381,0.19047619047619,0.952380952380952,0
id:3545,3545,3R,Moskovia Airlines,Russia,Y,True,False,False,False,20,11,11,11,3,0.3,0.7,1,0
id:2524,2524,4G,Gazpromavia,Russia,Y,True,False,False,False,20,10,10,10,2,0.9,0.1,1,0
id:4550,4550,A4,Southern Winds Airlines,Argentina,Y,True,False,False,False,20,10,10,10,1,1,0,1,0
id:508,508,GR,Aurigny Air Services,United Kingdom,Y,True,False,False,False,20,10,10,10,4,0.1,0.9,1,0
id:10955,10955,I6,MexicanaLink,Mexico,Y,True,False,False,False,20,8,8,8,1,1,0,1,0
id:231,231,IZ,Arkia Israel Airlines,Israel,Y,True,False,False,False,20,10,10,10,7,0.4,0.6,1,0
id:2058,2058,KB,Druk Air,Bhutan,Y,True,False,False,False,20,9,9,9,6,0,1,1,0
id:3287,3287,LM,Linhas A,Mozambique,Y,True,False,False,False,20,7,7,7,1,1,0,0.9,0
id:4752,4752,PY,Surinam Airways,Suriname,Y,True,False,False,False,20,9,9,9,9,0,1,1,0
id:11838,11838,Q9,Arik Niger,Niger,Y,True,False,False,False,20,8,8,8,1,1,0,1,0
id:19676,19676,RX,Rainbow Air Polynesia,United States,Y,True,False,False,False,20,9,9,9,5,0.4,0.6,1,0
id:4438,4438,SI,Skynet Airlines,Ireland,Y,True,False,False,False,20,9,9,9,6,0,1,1,0
id:2774,2774,UO,Hong Kong Express Airways,Hong Kong SAR of China,Y,True,False,False,False,20,11,11,11,7,0,1,1,0
id:1654,1654,2G,Cargoitalia,Italy,N,False,False,False,False,19,10,9,10,1,1,0,0.947368421052632,0
id:1173,1173,4Y,Airbus France,France,N,False,False,False,False,19,11,12,14,1,1,0,0.315789473684211,0
id:15893,15893,M4,Marysya Airlines,Russia,Y,False,False,False,False,19,9,9,9,2,0.894736842105263,0.105263157894737,0.947368421052632,0
id:13335,13335,MR,Homer Air,Germany,Y,False,False,False,False,19,10,11,11,4,0.578947368421053,0.421052631578947,0.947368421052632,0
id:3437,3437,MW,Maya Island Air,Belize,Y,False,False,False,False,19,8,8,8,1,1,0,0.947368421052632,0
id:1908,1908,SS,Corsairfly,France,Y,False,False,False,False,19,10,10,10,10,0,1,0.736842105263158,0.366666666666667
id:8359,8359,2I,Star Peru (2I),Peru,Y,False,False,False,False,18,8,8,8,1,1,0,1,0
id:8576,8576,5H,Fly540,Kenya,Y,False,False,False,False,18,9,9,9,3,0.777777777777778,0.222222222222222,0.888888888888889,0
id:18232,18232,5Q,BQB Lineas Aereas,Uruguay,Y,False,False,False,False,18,10,10,10,5,0,1,1,0
id:2538,2538,A9,Georgian Airways,Georgia,Y,False,False,False,False,18,10,10,10,7,0.166666666666667,0.833333333333333,0.888888888888889,0
id:3850,3850,BL,Jetstar Pacific,Vietnam,Y,False,False,False,False,18,8,8,8,1,1,0,1,0
id:20270,20270,D2,Severstal Air Company,Russia,Y,False,False,False,False,18,10,10,10,2,0.888888888888889,0.111111111111111,1,0
id:2585,2585,DC,Golden Air,Sweden,Y,False,False,False,False,18,10,10,10,1,1,0,1,0.1
id:4044,4044,FE,Primaris Airlines,United States,N,False,False,False,False,18,11,11,11,2,0,1,1,0
code:HS,,HS,,,,False,False,False,False,18,10,10,10,1,1,0,1,0
id:3734,3734,J3,Northwestern Air,Canada,Y,False,False,False,False,18,8,8,8,1,1,0,1,0
id:3393,3393,JE,Mango,South Africa,Y,False,False,False,False,18,8,8,8,2,0.888888888888889,0.111111111111111,1,0
id:13200,13200,JH,Fuji Dream Airlines,Japan,Y,False,False,False,False,18,10,10,10,1,1,0,1,0
id:5156,5156,PZ,TAM Mercosur,Paraguay,Y,False,False,False,False,18,8,8,8,6,0.111111111111111,0.888888888888889,1,0
id:18553,18553,W2,Maastricht Airlines,Netherlands,Y,False,False,False,False,18,14,14,14,9,0.444444444444444,0.555555555555556,1,0.709677419354839
id:4513,4513,FS,Servicios de Transportes A,Argentina,Y,False,False,False,False,17,7,6,7,4,0,1,0.941176470588235,0
id:2226,2226,RZ,Euro Exec Express,Sweden,Y,False,False,False,False,17,9,10,10,1,1,0,0.941176470588235,0
id:19810,19810,9N,Regional Air Iceland,Iceland,Y,False,False,False,False,16,8,8,8,4,0.375,0.625,1,0
id:1954,1954,DX,DAT Danish Air Transport,Denmark,Y,False,False,False,False,16,9,9,9,2,0.75,0.25,1,0
id:2896,2896,ID,Interlink Airlines,South Africa,Y,False,False,False,False,16,9,9,9,1,1,0,1,0
id:17083,17083,NP,Nile Air,Egypt,Y,False,False,False,False,16,8,8,8,3,0,1,0.875,0
id:4066,4066,P0,Proflight Commuter Services,Zambia,Y,False,False,False,False,16,8,8,8,2,0.875,0.125,0.875,0
id:11763,11763,P9,Peruvian Airlines,Peru,Y,False,False,False,False,16,8,8,8,1,1,0,1,0
id:426,426,QN,Air Armenia,Armenia,N,False,False,False,False,16,9,9,9,4,0,1,1,0
id:3391,3391,RI,Mandala Airlines,Indonesia,Y,False,False,False,False,16,8,8,8,4,0.5,0.5,1,0
id:5083,5083,T5,Turkmenistan Airlines,Turkmenistan,Y,False,False,False,False,16,9,9,9,7,0,1,1,0
id:16624,16624,TW,Tway Airlines,South Korea,Y,False,False,False,False,16,10,10,10,5,0.25,0.75,1,0
id:3721,3721,U7,Northern Dene Airways,Canada,Y,False,False,False,False,16,8,8,8,7,0,1,1,0
id:3589,3589,UE,Nasair,Eritrea,Y,False,False,False,False,16,9,8,9,8,0.0625,0.9375,0.75,0
id:16133,16133,YT,Yeti Airways,Nepal,Y,False,False,False,False,16,9,9,9,1,1,0,1,0
code:4W,,4W,,,,False,False,False,False,15,8,9,9,1,1,0,0.533333333333333,0
code:P2,,P2,,,,False,False,False,False,15,8,8,8,2,0.866666666666667,0.133333333333333,0.666666666666667,0
id:2750,2750,2L,Helvetic Airways,Switzerland,Y,False,False,False,False,14,9,8,9,7,0,1,0.857142857142857,0
id:10758,10758,4Q,Safi Airlines,Afghanistan,Y,False,False,False,False,14,6,6,6,4,0.285714285714286,0.714285714285714,1,0
id:503,503,5N,Aeroflot-Nord,Russia,Y,False,False,False,False,14,6,6,6,1,1,0,1,0.363636363636364
id:2409,2409,F2,Fly Air,Turkey,N,False,False,False,False,14,8,7,8,2,0.857142857142857,0.142857142857143,0.857142857142857,0
id:5354,5354,LC,Varig Log,Brazil,Y,False,False,False,False,14,5,5,5,4,0.142857142857143,0.857142857142857,1,0
id:3342,3342,MJ,L,Argentina,Y,False,False,False,False,14,8,8,9,7,0.0714285714285714,0.928571428571429,0.857142857142857,0.730769230769231
id:1829,1829,MN,Comair,South Africa,Y,False,False,False,False,14,6,6,6,1,1,0,1,0
id:179,179,PL,Aeroper,Peru,Y,False,False,False,False,14,8,8,8,1,1,0,1,0
id:5016,5016,PM,Tropic Air,Belize,Y,False,False,False,False,14,8,8,8,3,0.571428571428571,0.428571428571429,1,0
id:3857,3857,Q8,Pacific East Asia Cargo Airlines,Philippines,Y,False,False,False,False,14,5,5,5,4,0.142857142857143,0.857142857142857,1,0
id:1206,1206,QL,Aero Lanka,Sri Lanka,Y,False,False,False,False,14,8,8,8,2,0.857142857142857,0.142857142857143,1,0
id:4822,4822,S5,Shuttle America,United States,Y,False,False,False,False,14,12,12,15,1,1,0,0,0
id:18529,18529,TJ,T.J. Air,United States,Y,False,False,False,False,14,9,9,9,7,0.285714285714286,0.714285714285714,1,0
code:YJ,,YJ,,,,False,False,False,False,14,6,6,6,1,1,0,0.857142857142857,0
id:16882,16882,YQ,Polet Airlines (Priv),Russia,Y,False,False,False,False,14,7,7,7,4,0.571428571428571,0.428571428571429,1,0
id:341,341,4N,Air North Charter - Canada,Canada,Y,False,False,False,False,13,7,7,7,1,1,0,0.769230769230769,0
id:221,221,CC,Air Atlanta Icelandic,Iceland,Y,False,False,False,False,13,5,5,5,2,0.615384615384615,0.384615384615385,0.923076923076923,0
id:10128,10128,DH,Dennis Sky,Israel,Y,False,False,False,False,13,7,7,7,7,0,1,0.769230769230769,0
id:1338,1338,2K,Aerolineas Galapagos (Aerogal),Ecuador,Y,False,False,False,False,12,6,6,6,2,0.5,0.5,1,0
id:1401,1401,4T,Belair Airlines,Switzerland,Y,False,False,False,False,12,7,7,7,6,0,1,1,0
id:2954,2954,6H,Israir,Israel,Y,False,False,False,False,12,7,7,7,5,0.333333333333333,0.666666666666667,1,0
