airline_key,airline_id,airline_code,airline_name,airline_country,airline_active,comparison_threshold_20,comparison_threshold_50,comparison_threshold_100,dashboard_default_eligible,top1_origin_share,top3_origin_share,origin_airport_hhi,effective_hubs,distinct_origin_airports
id:3378,3378,MH,Malaysia Airlines,Malaysia,Y,True,True,True,True,0.345744680851064,0.452127659574468,0.130885015844273,7.64029399048854,77
id:3652,3652,2N,NextJet,Sweden,Y,True,False,False,False,0.317073170731707,0.439024390243902,0.130279595478882,7.67579908675799,19
id:2395,2395,B5,Flightline,United Kingdom,Y,True,False,False,False,0.269230769230769,0.538461538461538,0.130177514792899,7.68181818181818,14
id:4573,4573,XQ,SunExpress,Turkey,Y,True,True,False,True,0.282828282828283,0.515151515151515,0.129884705642281,7.69913589945012,35
id:4863,4863,EQ,TAME,Ecuador,Y,True,False,False,False,0.282608695652174,0.521739130434783,0.129489603024575,7.72262773722628,20
id:9809,9809,ZE,Eastar Jet,South Korea,Y,True,False,False,False,0.272727272727273,0.5,0.128099173553719,7.80645161290323,13
id:13757,13757,WU,Wizz Air Ukraine,Ukraine,Y,True,False,False,False,0.261904761904762,0.523809523809524,0.126984126984127,7.875,18
id:28,28,OZ,Asiana Airlines,Republic of Korea,Y,True,True,True,True,0.33920704845815,0.436123348017621,0.125152826563683,7.99023104357265,97
id:476,476,FO,Airlines Of Tasmania,Australia,Y,True,False,False,False,0.205882352941176,0.529411764705882,0.124567474048443,8.02777777777778,13
id:5281,5281,HY,Uzbekistan Airways,Uzbekistan,Y,True,True,True,True,0.326666666666667,0.46,0.124266666666667,8.04721030042919,51
id:5813,5813,6T,Air Mandalay,Burma,Y,True,False,False,False,0.227272727272727,0.454545454545455,0.12396694214876,8.06666666666667,10
id:4044,4044,FE,Primaris Airlines,United States,N,False,False,False,False,0.222222222222222,0.5,0.123456790123457,8.1,11
id:1006,1006,KC,Air Astana,Kazakhstan,Y,True,True,True,True,0.258620689655172,0.517241379310345,0.123365041617122,8.10602409638554,38
id:1936,1936,CU,Cubana de Aviación,Cuba,Y,True,True,False,True,0.309090909090909,0.454545454545455,0.123305785123967,8.10991957104558,24
id:12978,12978,PN,West Air China,China,Y,True,True,False,True,0.311111111111111,0.466666666666667,0.12320987654321,8.11623246492986,35
id:3776,3776,OA,Olympic Airlines,Greece,Y,True,True,False,True,0.314814814814815,0.425925925925926,0.122770919067215,8.14525139664804,26
id:1340,1340,6R,Alrosa Mirny Air Enterprise,Russia,Y,True,False,False,False,0.2,0.466666666666667,0.122222222222222,8.18181818181818,10
id:1756,1756,CI,China Airlines,Taiwan,Y,True,True,True,True,0.331168831168831,0.428571428571429,0.121942992072862,8.20055325034578,67
code:XU,,XU,,,,True,False,False,False,0.192307692307692,0.5,0.121301775147929,8.24390243902439,11
id:1886,1886,V0,Conviasa,Venezuela,Y,True,True,False,True,0.294871794871795,0.5,0.120973044049967,8.26630434782609,32
id:3163,3163,KE,Korean Air,Republic of Korea,Y,True,True,True,True,0.330935251798561,0.446043165467626,0.120878836499146,8.27274673517448,111
id:603,603,Z8,Amaszonas,Bolivia,Y,True,False,False,False,0.25,0.5,0.12037037037037,8.30769230769231,14
id:10121,10121,IL,Illinois Airways,United States,N,True,False,False,False,0.272727272727273,0.454545454545455,0.119834710743802,8.3448275862069,14
id:2826,2826,FW,Ibex Airlines,Japan,Y,True,False,False,False,0.1875,0.5,0.119140625,8.39344262295082,11
id:338,338,TL,Airnorth,Australia,Y,True,False,False,False,0.272727272727273,0.454545454545455,0.118457300275482,8.44186046511628,16
id:2916,2916,3L,Intersky,Austria,Y,True,False,False,False,0.230769230769231,0.538461538461539,0.118343195266272,8.45,15
id:595,595,3G,Atlant-Soyuz Airlines,Russia,Y,True,False,False,False,0.2,0.466666666666667,0.117777777777778,8.49056603773585,11
id:11811,11811,UJ,AlMasria Universal Airlines,Egypt,Y,True,False,False,False,0.25,0.5,0.1171875,8.53333333333333,16
id:321,321,AM,AeroMéxico,Mexico,Y,True,True,True,True,0.322981366459627,0.409937888198758,0.115620539331044,8.64898231564898,66
id:4870,4870,TU,Tunisair,Tunisia,Y,True,True,True,True,0.308724832214765,0.449664429530201,0.115535336246115,8.65536062378168,54
id:576,576,AK,AirAsia,Malaysia,Y,True,True,True,True,0.305555555555556,0.444444444444444,0.114444444444444,8.7378640776699,58
id:20976,20976,W3,World Scale Airlines,United States,Y,True,True,False,True,0.242424242424242,0.5,0.114325068870523,8.74698795180723,25
id:3392,3392,AE,Mandarin Airlines,Taiwan,Y,True,False,False,False,0.277777777777778,0.472222222222222,0.114197530864198,8.75675675675675,20
id:3926,3926,PC,Pegasus Airlines,Turkey,Y,True,True,True,True,0.309917355371901,0.446280991735537,0.113107028208456,8.84118357487923,82
id:9818,9818,3O,Air Arabia Maroc,Morocco,Y,True,False,False,False,0.25,0.477272727272727,0.112603305785124,8.88073394495413,18
id:2420,2420,F7,Flybaboo,Switzerland,Y,True,False,False,False,0.264705882352941,0.470588235294118,0.112456747404844,8.89230769230769,18
id:412,412,AR,Aerolineas Argentinas,Argentina,Y,True,True,True,True,0.259615384615385,0.480769230769231,0.112056213017752,8.92409240924092,40
id:2468,2468,F9,Frontier Airlines,United States,Y,True,True,True,True,0.3125,0.416666666666667,0.111545138888889,8.96498054474709,70
code:HS,,HS,,,,False,False,False,False,0.166666666666667,0.388888888888889,0.111111111111111,9,10
id:2684,2684,HQ,Harmony Airways,Canada,N,True,True,False,True,0.295454545454545,0.454545454545455,0.110537190082645,9.04672897196262,39
id:137,137,AF,Air France,France,Y,True,True,True,True,0.32,0.413333333333333,0.110311111111111,9.06526994359387,170
code:P6,,P6,,,,True,False,False,False,0.184210526315789,0.447368421052632,0.109418282548476,9.13924050632912,12
id:1066,1066,MD,Air Madagascar,Madagascar,Y,True,True,False,True,0.27536231884058,0.434782608695652,0.109010712035287,9.17341040462428,22
id:5333,5333,TV,Virgin Express,Belgium,Y,True,False,False,False,0.214285714285714,0.5,0.108843537414966,9.1875,19
id:19305,19305,QG,Citilink Indonesia,Indonesia,Y,True,True,False,True,0.224137931034483,0.482758620689655,0.108799048751486,9.19125683060109,21
id:5347,5347,VS,Virgin Atlantic Airways,United Kingdom,Y,True,True,False,True,0.28169014084507,0.450704225352113,0.108510216226939,9.21572212065814,35
id:3754,3754,XY,Nas Air,Saudi Arabia,Y,True,True,True,True,0.245098039215686,0.5,0.108227604767397,9.23978685612789,29
id:4248,4248,AT,Royal Air Maroc,Morocco,Y,True,True,True,True,0.311965811965812,0.405982905982906,0.108116005551903,9.24932432432432,82
id:3320,3320,LH,Lufthansa,Germany,Y,True,True,True,True,0.282051282051282,0.47534516765286,0.107835471058047,9.27338648580396,169
id:1683,1683,5J,Cebu Pacific,Philippines,Y,True,True,True,True,0.277173913043478,0.46195652173913,0.107100661625709,9.33701047986762,56
id:16725,16725,Y8,Marusya Airways,Russia,Y,True,False,False,False,0.233333333333333,0.433333333333333,0.106666666666667,9.375,14
id:1909,1909,XK,Corse-Mediterranee,France,Y,True,False,False,False,0.166666666666667,0.452380952380952,0.106575963718821,9.38297872340426,13
id:2193,2193,EU,Empresa Ecuatoriana De Aviacion,Ecuador,Y,True,True,False,True,0.289473684210526,0.407894736842105,0.105609418282548,9.46885245901639,31
id:345,345,NZ,Air New Zealand,New Zealand,Y,True,True,False,True,0.275,0.4375,0.105,9.52380952380952,30
id:96,96,A3,Aegean Airlines,Greece,Y,True,True,True,True,0.295774647887324,0.436619718309859,0.104763164275166,9.54533978539869,74
id:9541,9541,TM,Air Mozambique,Mozambique,Y,True,True,False,True,0.185185185185185,0.407407407407407,0.104252400548697,9.59210526315789,14
id:1663,1663,BW,Caribbean Airlines,Trinidad and Tobago,Y,True,True,False,True,0.21875,0.46875,0.10302734375,9.70616113744076,19
id:4691,4691,9R,SATENA,Colombia,Y,True,True,False,True,0.279411764705882,0.411764705882353,0.102508650519031,9.75527426160338,30
id:4822,4822,S5,Shuttle America,United States,Y,False,False,False,False,0.214285714285714,0.357142857142857,0.102040816326531,9.8,12
id:55,55,8V,Astral Aviation,Kenya,Y,True,False,False,False,0.214285714285714,0.428571428571429,0.102040816326531,9.8,14
id:130,130,SU,Aeroflot Russian Airlines,Russia,Y,True,True,True,True,0.28125,0.441964285714286,0.101911272321429,9.81245722108145,148
id:502,502,MO,Abu Dhabi Amiri Flight,United Arab Emirates,Y,True,False,False,False,0.191489361702128,0.446808510638298,0.100950656405613,9.90582959641256,14
id:2857,2857,QZ,Indonesia AirAsia,Indonesia,Y,True,True,False,True,0.161290322580645,0.451612903225806,0.100416233090531,9.95854922279793,17
id:9082,9082,B7,Uni Air,Taiwan,Y,True,False,False,False,0.205882352941176,0.470588235294118,0.100346020761246,9.96551724137931,19
id:16942,16942,L6,Mauritania Airlines International,Mauritania,Y,True,False,False,False,0.166666666666667,0.4,0.1,10,13
id:2350,2350,AY,Finnair,Finland,Y,True,True,True,True,0.281609195402299,0.436781609195402,0.0999471528603514,10.0052875082617,75
id:4740,4740,BC,Skymark Airlines,Japan,Y,True,True,False,True,0.137931034482759,0.413793103448276,0.0975029726516052,10.2560975609756,14
id:3740,3740,BJ,Nouvel Air Tunisie,Tunisia,Y,True,False,False,False,0.171428571428571,0.428571428571429,0.0971428571428571,10.2941176470588,15
id:90,90,UX,Air Europa,Spain,Y,True,True,True,True,0.283687943262411,0.375886524822695,0.0969267139479905,10.3170731707317,53
id:2987,2987,JL,Japan Airlines,Japan,Y,True,True,True,True,0.231182795698925,0.462365591397849,0.0968898138513123,10.3210023866348,72
id:4329,4329,S7,S7 Airlines,Russia,Y,True,True,True,True,0.28099173553719,0.417355371900826,0.0964073492247797,10.3726532058094,89
id:2607,2607,ZK,Great Lakes Airlines,United States,Y,True,True,False,True,0.264150943396226,0.377358490566038,0.0957636169455322,10.4423791821561,26
id:1287,1287,R3,Aircompany Yakutia,Russia,Y,True,True,False,True,0.219178082191781,0.452054794520548,0.0951398010883843,10.5108481262327,34
id:4965,4965,T7,Twin Jet,France,Y,True,False,False,False,0.181818181818182,0.363636363636364,0.0950413223140496,10.5217391304348,13
id:21,21,ZI,Aigle Azur,France,Y,True,True,False,True,0.21875,0.421875,0.0947265625,10.5567010309278,21
id:13088,13088,Y7,NordStar Airlines,Russia,Y,True,True,False,True,0.243243243243243,0.432432432432432,0.0942293644996348,10.6124031007752,30
id:4737,4737,H2,Sky Airline,Chile,Y,True,False,False,False,0.204081632653061,0.36734693877551,0.092877967513536,10.7668161434978,16
id:4609,4609,FM,Shanghai Airlines,China,Y,True,True,True,True,0.217877094972067,0.446927374301676,0.0925376860896976,10.8064080944351,72
id:5309,5309,VN,Vietnam Airlines,Vietnam,Y,True,True,True,True,0.203125,0.479166666666667,0.0921766493055556,10.8487345497351,50
id:3081,3081,HO,Juneyao Airlines,China,Y,True,True,True,True,0.23448275862069,0.43448275862069,0.0916527942925089,10.9107420861443,53
id:4840,4840,DV,Scat Air,Kazakhstan,Y,True,True,False,True,0.192307692307692,0.461538461538462,0.0910585141354372,10.9819494584838,26
id:2575,2575,G8,Go Air,India,Y,True,True,False,True,0.194805194805195,0.441558441558442,0.0909090909090909,11,21
id:1925,1925,OU,Croatia Airlines,Croatia,Y,True,True,True,True,0.196078431372549,0.470588235294118,0.0903498654363706,11.068085106383,30
id:2220,2220,ET,Ethiopian Airlines,Ethiopia,Y,True,True,True,True,0.287037037037037,0.342592592592593,0.0901920438957476,11.0874524714829,94
id:4533,4533,SV,Saudi Arabian Airlines,Saudi Arabia,Y,True,True,True,True,0.221311475409836,0.469945355191257,0.0901788647018424,11.0890728476821,88
id:9828,9828,YC,Ciel Canadien,Canada,Y,True,True,False,True,0.145161290322581,0.387096774193548,0.0900104058272632,11.1098265895954,18
id:1463,1463,BV,Blue Panorama Airlines,Italy,Y,True,False,False,False,0.183673469387755,0.428571428571429,0.0895460224906289,11.1674418604651,21
id:2245,2245,K2,Eurolot,Poland,Y,True,False,False,False,0.194444444444444,0.388888888888889,0.0895061728395062,11.1724137931034,17
id:410,410,2B,Aerocondor,Portugal,Y,True,False,False,False,0.175,0.4,0.08875,11.2676056338028,16
id:10646,10646,VB,Birmingham European,United Kingdom,N,True,True,True,True,0.205882352941176,0.431372549019608,0.0878508266051519,11.382932166302,26
id:5067,5067,UN,Transaero Airlines,Russia,Y,True,True,True,True,0.223404255319149,0.432624113475177,0.0877219455761783,11.3996559633028,100
id:18553,18553,W2,Maastricht Airlines,Netherlands,Y,False,False,False,False,0.166666666666667,0.388888888888889,0.0864197530864197,11.5714285714286,14
id:3000,3000,9W,Jet Airways,India,Y,True,True,True,True,0.229299363057325,0.426751592356688,0.0858046979593493,11.6543735224586,49
code:YN,,YN,,,,True,False,False,False,0.166666666666667,0.361111111111111,0.0848765432098765,11.7818181818182,15
id:1434,1434,JV,Bearskin Lake Air Service,Canada,Y,True,False,False,False,0.128205128205128,0.333333333333333,0.0848126232741617,11.7906976744186,14
id:3574,3574,NHG,NHT Lineas Aereas,Brazil,N,True,False,False,False,0.129032258064516,0.354838709677419,0.0842872008324662,11.8641975308642,15
id:1308,1308,CG,Airlines PNG,Papua New Guinea,Y,True,True,False,True,0.178082191780822,0.410958904109589,0.0842559579658473,11.8685968819599,20
id:240,240,AP,Air One,Italy,Y,True,True,False,True,0.197368421052632,0.407894736842105,0.0841412742382271,11.8847736625514,24
id:16508,16508,BU,Baikotovitchestrian Airlines ,American Samoa,Y,True,False,False,False,0.195121951219512,0.365853658536585,0.0838786436644854,11.9219858156028,18
id:1623,1623,5T,Canadian North,Canada,Y,True,False,False,False,0.159090909090909,0.386363636363636,0.0836776859504132,11.9506172839506,18
id:2822,2822,IB,Iberia Airlines,Spain,Y,True,True,True,True,0.265536723163842,0.367231638418079,0.0836605062402247,11.9530713468142,77
id:794,794,AH,Air Algerie,Algeria,Y,True,True,True,True,0.252212389380531,0.380530973451327,0.0836400657843214,11.9559925093633,63
id:4311,4311,NL,Shaheen Air International,Pakistan,Y,True,True,False,True,0.15625,0.390625,0.08349609375,11.9766081871345,19
code:PB,,PB,,,,True,False,False,False,0.173913043478261,0.391304347826087,0.0831758034026465,12.0227272727273,18
id:312,312,BM,Air Sicilia,Italy,Y,True,False,False,False,0.176470588235294,0.411764705882353,0.0830449826989619,12.0416666666667,20
id:5399,5399,WJ,WebJet Linhas A,Brazil,Y,True,False,False,False,0.115384615384615,0.346153846153846,0.0828402366863905,12.0714285714286,14
id:5039,5039,HV,Transavia Holland,Netherlands,Y,True,True,True,True,0.231759656652361,0.44206008583691,0.0812135054983514,12.3132229530506,80
id:330,330,AC,Air Canada,Canada,Y,True,True,True,True,0.236760124610592,0.423676012461059,0.0809095408623752,12.3594818279957,102
id:3251,3251,LI,Leeward Islands Air Transport,Antigua and Barbuda,Y,True,True,False,True,0.145161290322581,0.370967741935484,0.0806451612903226,12.4,19
id:1317,1317,TS,Air Transat,Canada,Y,True,True,True,True,0.196261682242991,0.411214953271028,0.0802690191283081,12.4581066376496,36
id:5038,5038,GE,TransAsia Airways,Taiwan,Y,True,True,False,True,0.2,0.422222222222222,0.0802469135802469,12.4615384615385,34
id:692,692,VT,Air Tahiti,French Polynesia,Y,True,True,False,True,0.225806451612903,0.354838709677419,0.079431148109608,12.589519650655,28
id:596,596,AZ,Alitalia,Italy,Y,True,True,True,True,0.256880733944954,0.370030581039755,0.0793704233650367,12.5991516436903,117
id:3764,3764,O6,Oceanair,Brazil,Y,True,True,True,True,0.182692307692308,0.394230769230769,0.0791420118343195,12.6355140186916,24
id:16136,16136,NS,Caucasus Airlines,Georgia,Y,True,True,False,True,0.209677419354839,0.387096774193548,0.0790842872008325,12.6447368421053,29
id:1729,1729,2Z,Changan Airlines,China,N,True,False,False,False,0.152173913043478,0.369565217391304,0.0775047258979206,12.9024390243902,19
code:9M,,9M,,,,True,False,False,False,0.152173913043478,0.369565217391304,0.0775047258979206,12.9024390243902,18
id:4454,4454,SJ,Sriwijaya Air,Indonesia,Y,True,True,True,True,0.19811320754717,0.405660377358491,0.077251690993236,12.9447004608295,38
id:1316,1316,FL,AirTran Airways,United States,Y,True,True,True,True,0.236686390532544,0.366863905325444,0.0771331536010644,12.9645937358148,49
id:3200,3200,LA,LAN Airlines,Chile,Y,True,True,True,True,0.232,0.384,0.07712,12.9668049792531,49
id:569,569,IX,Air India Express,India,Y,True,True,False,True,0.157894736842105,0.342105263157895,0.0765235457063712,13.0678733031674,21
id:2439,2439,VY,Formosa Airlines,Taiwan,Y,True,True,True,True,0.247395833333333,0.341145833333333,0.0758327907986111,13.1869075299589,100
id:5188,5188,8R,TRIP Linhas A,Brazil,Y,True,False,False,False,0.114285714285714,0.314285714285714,0.0742857142857143,13.4615384615385,16
id:5496,5496,IY,Yemenia,Yemen,Y,True,True,False,True,0.186813186813187,0.362637362637363,0.0737833594976452,13.5531914893617,27
id:1469,1469,7R,BRA-Transportes Aereos,Brazil,N,True,True,False,True,0.180555555555556,0.402777777777778,0.0733024691358025,13.6421052631579,32
id:524,524,NF,Air Vanuatu,Vanuatu,Y,True,True,False,True,0.2,0.366666666666667,0.0730864197530864,13.6824324324324,31
id:2942,2942,8L,Cargo Plus Aviation,United Arab Emirates,Y,True,True,True,True,0.223076923076923,0.361538461538462,0.0727810650887574,13.739837398374,45
id:1492,1492,GQ,Big Sky Airlines,United States,N,True,False,False,False,0.138888888888889,0.305555555555556,0.0725308641975309,13.7872340425532,18
id:4089,4089,QF,Qantas,Australia,Y,True,True,True,True,0.177142857142857,0.4,0.0714775510204081,13.9904065783463,48
id:515,515,AV,Avianca - Aerovias Nacionales de Colombia,AVIANCA,Y,True,True,True,True,0.205761316872428,0.386831275720165,0.0712120442344494,14.0425683709869,69
id:921,921,GL,Air Greenland,Denmark,Y,True,True,False,True,0.125,0.339285714285714,0.0701530612244898,14.2545454545455,21
id:20710,20710,3M,Silver Airways (3M),United States,Y,True,True,False,True,0.149253731343284,0.358208955223881,0.0697259968812653,14.3418530351438,25
id:4319,4319,SK,Scandinavian Airlines System,Sweden,Y,True,True,True,True,0.17037037037037,0.434567901234568,0.0692882182594117,14.4324681038275,104
id:1472,1472,8E,Bering Air,United States,Y,True,True,False,True,0.153846153846154,0.353846153846154,0.0688757396449704,14.5189003436426,27
id:386,386,GV,Aero Flight,Germany,Y,True,False,False,False,0.115384615384615,0.346153846153846,0.0680473372781065,14.695652173913,19
id:5325,5325,Y4,Volaris,Mexico,Y,True,True,True,True,0.147208121827411,0.395939086294416,0.0677935530418202,14.7506651463322,47
id:3052,3052,JQ,Jetstar Airways,Australia,Y,True,True,True,True,0.141104294478528,0.361963190184049,0.067409386879446,14.8347292015634,33
id:2520,2520,GA,Garuda Indonesia,Indonesia,Y,True,True,True,True,0.200892857142857,0.375,0.0674027423469388,14.836191602602,66
id:5360,5360,VA,Virgin Australia,Australia,Y,True,True,False,True,0.178082191780822,0.342465753424658,0.0673672358791518,14.8440111420613,31
id:4178,4178,ZL,Regional Express,Australia,Y,True,True,False,True,0.193181818181818,0.363636363636364,0.0671487603305785,14.8923076923077,35
code:WT,,WT,,,,True,True,False,True,0.186666666666667,0.306666666666667,0.0666666666666667,15,26
id:3290,3290,JT,Lion Mentari Airlines,Indonesia,Y,True,True,True,True,0.178571428571429,0.345238095238095,0.066609977324263,15.0127659574468,38
id:4026,4026,BK,Potomac Air,United States,Y,True,True,True,True,0.169811320754717,0.358490566037736,0.0656817372730509,15.2249322493225,38
id:15999,15999,9C,China SSS,China,Y,True,True,True,True,0.167741935483871,0.380645161290323,0.0648907388137357,15.410519563823,51
id:2923,2923,EP,Iran Aseman Airlines,Iran,Y,True,True,True,True,0.153846153846154,0.378698224852071,0.0645985784811457,15.480216802168,47
id:15837,15837,G5,Huaxia,China,Y,True,True,False,True,0.188888888888889,0.366666666666667,0.0644444444444444,15.5172413793103,38
id:5013,5013,TOM,Thomsonfly,United Kingdom,Y,True,True,True,True,0.136690647482014,0.338129496402878,0.0634025153977538,15.7722448979592,34
id:4375,4375,SG,Spicejet,India,Y,True,True,True,True,0.160493827160494,0.339506172839506,0.0622618503276939,16.0611995104039,44
id:324,324,NH,All Nippon Airways,Japan,Y,True,True,True,True,0.178451178451178,0.343434343434343,0.0606400707410809,16.4907459338194,83
id:4687,4687,NK,Spirit Airlines,United States,Y,True,True,True,True,0.173553719008264,0.326446280991736,0.0604125401270405,16.5528547201809,54
id:5416,5416,WS,WestJet,Canada,Y,True,True,True,True,0.157377049180328,0.360655737704918,0.0599946251007794,16.6681598279878,76
id:4897,4897,TCX,Thomas Cook Airlines,United Kingdom,Y,True,True,True,True,0.128,0.28,0.059968,16.675560298826,25
id:218,218,AI,Air India Limited,India,Y,True,True,True,True,0.189542483660131,0.356209150326797,0.0595283865180059,16.7987082884822,89
id:2850,2850,6E,IndiGo Airlines,India,Y,True,True,True,True,0.130653266331658,0.331658291457286,0.0588116461705512,17.0034349506226,35
id:2951,2951,IOS,Isles of Scilly Skybus,United Kingdom,N,True,True,False,True,0.138888888888889,0.333333333333333,0.058641975308642,17.0526315789474,32
id:220,220,ZB,Air Bourbon,Reunion,Y,True,True,True,True,0.119047619047619,0.342857142857143,0.058140589569161,17.1996879875195,37
code:3H,,3H,,,,True,True,False,True,0.125,0.28125,0.05810546875,17.2100840336134,22
id:3463,3463,IG,Meridiana,Italy,Y,True,True,True,True,0.1,0.3,0.0576,17.3611111111111,31
id:10765,10765,K5,SeaPort Airlines,United States,Y,True,False,False,False,0.102564102564103,0.256410256410256,0.0571992110453649,17.4827586206897,21
id:3871,3871,PK,Pakistan International Airlines,Pakistan,Y,True,True,True,True,0.12396694214876,0.359504132231405,0.0566559661225326,17.6503918022905,53
id:753,753,Q6,Aero Condor Peru,Peru,Y,True,True,False,True,0.155172413793103,0.275862068965517,0.0564803804994055,17.7052631578947,26
id:20577,20577,V7,VOLOTEA Airways,Spain,Y,True,True,True,True,0.132352941176471,0.308823529411765,0.055795847750865,17.922480620155,38
id:2922,2922,IR,Iran Air,Iran,Y,True,True,True,True,0.120879120879121,0.32967032967033,0.0550658133075715,18.1600877192982,52
id:3029,3029,B6,JetBlue Airways,United States,Y,True,True,True,True,0.160401002506266,0.345864661654135,0.0549933731572038,18.1840091376356,86
id:2354,2354,7F,First Air,Canada,Y,True,True,False,True,0.125,0.333333333333333,0.0547839506172839,18.2535211267606,32
id:4867,4867,JJ,TAM Brazilian Airlines,Brazil,Y,True,True,True,True,0.154098360655738,0.327868852459016,0.0542542327331362,18.4317416286903,63
id:1203,1203,A5,Airlinair,France,Y,True,True,True,True,0.148648648648649,0.304054054054054,0.0536888239590942,18.6258503401361,44
id:439,439,AS,Alaska Airlines,ALASKA,Y,True,True,True,True,0.172268907563025,0.315126050420168,0.0524680460419462,19.0592193808883,68
id:1629,1629,9K,Cape Air,United States,Y,True,True,False,True,0.130952380952381,0.30952380952381,0.052437641723356,19.0702702702703,39
id:15814,15814,UR,UTair-Express,Russia,Y,True,True,False,True,0.0945945945945946,0.256756756756757,0.0518626734842951,19.2816901408451,28
id:2548,2548,4U,Germanwings,Germany,Y,True,True,True,True,0.140425531914894,0.321276595744681,0.0510819375282933,19.5763913505849,104
id:35,35,G4,Allegiant Air,United States,Y,True,True,True,True,0.124338624338624,0.325396825396825,0.0497186528932561,20.1131756756757,94
id:3026,3026,LS,Jet2.com,United Kingdom,Y,True,True,True,True,0.115894039735099,0.294701986754967,0.0483531424060348,20.681179138322,46
id:5234,5234,U6,Ural Airlines,Russia,Y,True,True,True,True,0.129310344827586,0.297413793103448,0.0481569560047563,20.7654320987654,60
id:2421,2421,BE,Flybe,United Kingdom,Y,True,True,True,True,0.103286384976526,0.28169014084507,0.0473671449668276,21.1116798510935,60
id:2547,2547,ST,Germania,Germany,Y,True,True,False,True,0.114583333333333,0.28125,0.0457899305555556,21.8388625592417,41
id:2681,2681,X3,TUIfly,Germany,Y,True,True,True,True,0.0752212389380531,0.221238938053097,0.0450309342939933,22.2069565217391,31
id:1868,1868,DE,Condor Flugdienst,Germany,Y,True,True,True,True,0.135048231511254,0.260450160771704,0.0444681093040808,22.4880260404557,59
id:1790,1790,G3,City Connexion Airlines,Burundi,Y,True,True,True,True,0.120481927710843,0.27710843373494,0.0432573668166642,23.1174496644295,68
id:751,751,CA,Air China,China,Y,True,True,True,True,0.16452442159383,0.282776349614396,0.0432028601449898,23.1466156787763,166
id:3737,3737,DY,Norwegian Air Shuttle,Norway,Y,True,True,True,True,0.128623188405797,0.277173913043478,0.041896397815585,23.8684004386652,97
id:5484,5484,MF,Xiamen Airlines,China,Y,True,True,True,True,0.119170984455959,0.287564766839378,0.0418937421138823,23.8699134892663,63
id:4608,4608,3U,Sichuan Airlines,China,Y,True,True,True,True,0.139175257731959,0.278350515463918,0.0411706876394941,24.2891255243627,84
id:4599,4599,SC,Shandong Airlines,China,Y,True,True,True,True,0.109677419354839,0.274193548387097,0.0408740894901145,24.4653767820774,59
id:2009,2009,DL,Delta Air Lines,United States,Y,True,True,True,True,0.146596858638743,0.286212914485166,0.0403619540156367,24.7758074252943,226
id:6557,6557,JD,Japan Air System,Japan,Y,True,True,True,True,0.0794392523364486,0.219626168224299,0.0385186479168486,25.9614512471655,49
id:5209,5209,UA,United Airlines,United States,Y,True,True,True,True,0.102762430939227,0.264088397790055,0.0377314489789689,26.5030903148562,183
id:4611,4611,ZH,Shenzhen Airlines,China,Y,True,True,True,True,0.123425692695214,0.229219143576826,0.0376310997468419,26.5737649637498,67
id:5265,5265,US,US Airways,United States,Y,True,True,True,True,0.107192254495159,0.26210235131397,0.0349129281138028,28.6426849315068,268
id:13983,13983,AD,Azul,Brazil,Y,True,True,True,True,0.127877237851662,0.235294117647059,0.0348048482152786,28.7316293929712,101
id:24,24,AA,American Airlines,United States,Y,True,True,True,True,0.0885375494071146,0.252173913043478,0.034378290552891,29.0881246250886,251
id:214,214,AB,Air Berlin,Germany,Y,True,True,True,True,0.0997067448680352,0.247800586510264,0.0342704311108436,29.1796737766625,116
id:5439,5439,WF,Widerøe,Norway,Y,True,True,True,True,0.0731707317073171,0.204878048780488,0.0333372992266508,29.9964311206281,47
id:8745,8745,TO,Transavia France,France,Y,True,True,True,True,0.0881147540983607,0.229508196721311,0.0314347621607095,31.8119155757414,80
id:2660,2660,HU,Hainan Airlines,China,Y,True,True,True,True,0.108986615678776,0.202676864244742,0.0307572506023127,32.5126589801498,100
id:5461,5461,W6,Wizz Air,Hungary,Y,True,True,True,True,0.0596026490066225,0.169977924944812,0.0272746322042406,36.6641057709487,80
id:690,690,GS,Air Foyle,United Kingdom,Y,True,True,True,True,0.0754189944134078,0.189944134078212,0.0267625854374083,37.3655976676385,92
id:1758,1758,MU,China Eastern Airlines,China,Y,True,True,True,True,0.0921305182341651,0.207293666026871,0.0260277555711923,38.4205237084218,189
id:4547,4547,WN,Southwest Airlines,United States,Y,True,True,True,True,0.0564663023679417,0.157559198542805,0.0249219478369349,40.1252745789789,88
id:2297,2297,U2,easyJet,United Kingdom,Y,True,True,True,True,0.0893805309734513,0.174336283185841,0.0244294776411622,40.9341540039751,128
id:1767,1767,CZ,China Southern Airlines,China,Y,True,True,True,True,0.0909090909090909,0.168831168831169,0.0239329461123292,41.7834058250289,183
id:4296,4296,FR,Ryanair,Ireland,Y,True,True,True,True,0.0499194847020934,0.110708534621578,0.0136918144077004,73.0363391018205,176
