airline_key,airline_id,airline_code,airline_name,airline_country,airline_active,comparison_threshold_20,comparison_threshold_50,comparison_threshold_100,dashboard_default_eligible,mean_route_distance_km,median_route_distance_km,p90_route_distance_km,valid_distance_route_presences,invalid_or_missing_distance_route_presences,domestic_route_presence_share,international_route_presence_share,distinct_country_count,origin_country_count,destination_country_count
id:9818,9818,3O,Air Arabia Maroc,Morocco,Y,True,False,False,False,1724.66181367972,1836.98015215015,2168.04448354216,44,0,0,1,9,9,9
id:11741,11741,3S,Air Antilles Express,Guadeloupe,Y,True,False,False,False,451.446693634349,259.411946087351,981.130526831681,24,0,0.0833333333333333,0.916666666666667,9,9,9
id:4608,4608,3U,Sichuan Airlines,China,Y,True,True,True,True,1304.23342285963,1192.06210731703,1885.12854254855,380,8,0.921052631578947,0.0789473684210527,9,9,9
id:9531,9531,7J,Tajik Air,Tajikistan,Y,True,False,False,False,2229.82123848721,2107.66964052965,3454.43736184228,34,0,0,1,9,9,9
id:32,32,8U,Afriqiyah Airways,Libya,Y,True,False,False,False,1537.95010046929,1483.45372332584,2602.01555317261,36,0,0.138888888888889,0.861111111111111,9,9,8
id:4335,4335,BB,Seaborne Airlines,United States,Y,True,False,False,False,291.862561630702,278.190825161336,588.231858149775,32,0,0.1875,0.8125,9,9,9
id:2417,2417,D7,AirAsia X,Malaysia,Y,True,False,False,False,4710.80461815183,4591.54920649021,6546.71927546884,36,0,0,1,9,9,9
id:2688,2688,HA,Hawaiian Airlines,United States,Y,True,True,False,True,4026.67792814526,4194.44275225238,8006.75760373538,70,0,0.671428571428571,0.328571428571429,9,8,9
id:569,569,IX,Air India Express,India,Y,True,True,False,True,2084.45249263506,2459.76039274143,2993.56257713173,76,0,0.25,0.75,9,9,9
id:9810,9810,LJ,Jin Air,South Korea,Y,True,False,False,False,2111.08615179075,2102.64561792202,3382.29136965662,26,0,0.0769230769230769,0.923076923076923,9,9,9
id:1066,1066,MD,Air Madagascar,Madagascar,Y,True,True,False,True,1218.75854422608,519.28033284531,2135.09579656169,69,0,0.608695652173913,0.391304347826087,9,9,9
id:5484,5484,MF,Xiamen Airlines,China,Y,True,True,True,True,1132.95523439477,1017.47640372185,1787.70856915206,380,6,0.852631578947368,0.147368421052632,9,9,9
id:328,328,PX,Air Niugini,Papua New Guinea,Y,True,True,False,True,1246.97390864704,605.722445384973,3518.96165030006,91,0,0.714285714285714,0.285714285714286,9,9,9
id:4752,4752,PY,Surinam Airways,Suriname,Y,True,False,False,False,1862.48751714539,975.174263843985,3608.67069095847,20,0,0,1,9,9,9
id:16415,16415,QC,Camair-co,Cameroon,Y,True,False,False,False,1028.5875323769,763.890471350394,1119.57556429125,25,0,0.32,0.68,9,9,9
id:1287,1287,R3,Aircompany Yakutia,Russia,Y,True,True,False,True,2045.13345238471,1756.74745841611,3733.13396145185,73,0,0.657534246575342,0.342465753424658,9,8,9
id:4304,4304,S4,SATA International,Portugal,Y,True,False,False,False,2825.54569572472,2493.28694273336,5434.97908177943,35,0,0.342857142857143,0.657142857142857,9,8,9
id:1191,1191,UU,Air Austral,France,Y,True,False,False,False,2134.07135784582,1273.92337440353,4631.3061920162,24,0,0,1,9,9,9
id:18553,18553,W2,Maastricht Airlines,Netherlands,Y,False,False,False,False,1139.22040364556,522.952026598032,2734.31504267427,18,0,0.444444444444444,0.555555555555556,9,9,9
id:13757,13757,WU,Wizz Air Ukraine,Ukraine,Y,True,False,False,False,1479.69846952201,1452.34769843247,2233.10534638133,42,0,0,1,9,9,9
id:4573,4573,XQ,SunExpress,Turkey,Y,True,True,False,True,1842.31527636558,2073.25602105599,2453.93853741665,99,0,0.191919191919192,0.808080808080808,9,9,9
id:470,470,2J,Air Burkina,Burkina Faso,Y,True,False,False,False,780.179038428731,758.369961088101,1059.57436009382,22,0,0.0909090909090909,0.909090909090909,8,8,8
id:8463,8463,4H,United Airways,Bangladesh,Y,True,False,False,False,1396.73175212525,329.779117788679,3526.17939810814,32,0,0.4375,0.5625,8,8,8
id:1203,1203,A5,Airlinair,France,Y,True,True,True,True,600.373243951549,575.901279329908,862.696992963682,148,0,0.783783783783784,0.216216216216216,8,8,8
id:312,312,BM,Air Sicilia,Italy,Y,True,False,False,False,779.761294477851,808.159379844461,1153.76582951045,34,0,0.294117647058824,0.705882352941176,8,8,8
id:5982,5982,BX,Air Busan,Republic of Korea,Y,True,False,False,False,1605.99665886628,1557.15169130143,2810.8944583884,28,0,0,1,8,8,8
id:125,125,FG,Ariana Afghan Airlines,Afghanistan,Y,True,False,False,False,1367.16258420485,1228.29109164139,2073.68781018674,22,0,0.227272727272727,0.772727272727273,8,8,8
id:5038,5038,GE,TransAsia Airways,Taiwan,Y,True,True,False,True,1085.69796168096,854.08293950111,2489.40822928281,90,0,0.155555555555556,0.844444444444444,8,8,8
id:3052,3052,JQ,Jetstar Airways,Australia,Y,True,True,True,True,2632.63435335035,1965.78493847389,7013.27154075425,163,0,0.638036809815951,0.361963190184049,8,8,8
id:2245,2245,K2,Eurolot,Poland,Y,True,False,False,False,920.782966216693,1002.44556805623,1197.2812641826,36,0,0.166666666666667,0.833333333333333,8,8,8
id:1299,1299,OR,Arkefly,Netherlands,Y,True,False,False,False,4947.05486039718,7275.84706531167,7878.42356614175,24,0,0.166666666666667,0.833333333333333,8,8,8
id:139,139,SB,Air Caledonie International,France,Y,True,False,False,False,2632.24986724295,1860.29713717984,6976.29239953564,22,0,0.0909090909090909,0.909090909090909,8,8,8
id:153,153,SW,Air Namibia,Namibia,Y,True,False,False,False,1409.34743159343,924.522174429267,2831.53130878047,35,0,0.371428571428571,0.628571428571429,8,8,8
id:567,567,TX,Air Caraïbes,France,Y,True,False,False,False,3254.84712061058,1170.05117329111,7086.22933654285,23,0,0.0869565217391304,0.91304347826087,8,8,8
id:17891,17891,TZ,Scoot,Singapore,Y,True,False,False,False,3357.49333072027,3472.35197357364,6211.93512363777,24,0,0.0833333333333333,0.916666666666667,8,8,8
id:3589,3589,UE,Nasair,Eritrea,Y,False,False,False,False,1105.86539608895,955.32907788219,1849.19744636629,16,0,0.0625,0.9375,8,8,8
id:5360,5360,VA,Virgin Australia,Australia,Y,True,True,False,True,2746.00736835973,1781.48580003657,10124.2880369754,73,0,0.520547945205479,0.479452054794521,8,7,8
id:16149,16149,WM,Windward Islands Airways,Netherlands Antilles,Y,True,False,False,False,189.735406647369,83.6295667487926,694.114921457547,25,0,0.24,0.76,8,8,8
id:1792,1792,WX,CityJet,Ireland,Y,True,False,False,False,508.295002445748,478.335960723177,952.414030955424,30,0,0.133333333333333,0.866666666666667,8,8,8
id:2681,2681,X3,TUIfly,Germany,Y,True,True,True,True,2335.83473872505,2216.6491912142,3270.50158593561,226,0,0.0265486725663717,0.973451327433628,8,8,8
id:4611,4611,ZH,Shenzhen Airlines,China,Y,True,True,True,True,1161.33505560049,1121.44117378828,1798.26810828904,395,2,0.944303797468354,0.0556962025316455,8,8,8
id:2750,2750,2L,Helvetic Airways,Switzerland,Y,False,False,False,False,2057.71613010867,2505.17827563047,3236.5662771103,14,0,0,1,7,7,7
id:2994,2994,7C,Jeju Air,Republic of Korea,Y,True,False,False,False,1624.93117215131,973.150955248295,3580.39497655802,33,0,0.181818181818182,0.818181818181818,7,7,7
id:3432,3432,8M,Maxair,Sweden,Y,False,False,False,False,1835.7576065544,1809.03596182736,3560.70561028373,12,0,0,1,7,7,7
id:2538,2538,A9,Georgian Airways,Georgia,Y,False,False,False,False,1881.45529508908,1645.68539712156,3263.85656720778,18,0,0.166666666666667,0.833333333333333,7,7,7
id:10128,10128,DH,Dennis Sky,Israel,Y,False,False,False,False,947.877582515815,958.897020040601,1386.23480468313,13,0,0,1,7,7,7
id:4863,4863,EQ,TAME,Ecuador,Y,True,False,False,False,757.688091535444,349.869565645481,1329.51214205614,46,0,0.695652173913043,0.304347826086957,7,7,7
id:2420,2420,F7,Flybaboo,Switzerland,Y,True,False,False,False,492.710384841226,482.874384016046,867.133671830567,34,0,0.294117647058824,0.705882352941176,7,7,7
id:4609,4609,FM,Shanghai Airlines,China,Y,True,True,True,True,1167.7122259242,1115.52755526153,1669.69360767329,177,2,0.853107344632768,0.146892655367232,7,7,7
id:3081,3081,HO,Juneyao Airlines,China,Y,True,True,True,True,1203.65789761146,1176.15148528267,1685.64663776021,142,3,0.845070422535211,0.154929577464789,7,7,7
id:2773,2773,HX,Hong Kong Airlines,Hong Kong SAR of China,Y,True,False,False,False,1287.26932031963,1232.00031033301,1971.81546020017,49,0,0,1,7,7,7
id:2951,2951,IOS,Isles of Scilly Skybus,United Kingdom,N,True,True,False,True,1132.85888932842,940.930848688396,2200.98386310278,72,0,0.75,0.25,7,7,7
id:231,231,IZ,Arkia Israel Airlines,Israel,Y,True,False,False,False,1252.22150501015,350.259345916494,3287.0056174828,20,0,0.4,0.6,7,7,7
id:995,995,KK,Atlasjet,Turkey,Y,True,False,False,False,1108.49165686175,844.721252720259,2295.54596775764,32,0,0.3125,0.6875,7,7,7
id:3342,3342,MJ,L,Argentina,Y,False,False,False,False,2310.33576310249,3007.7177505325,3621.68003245117,14,0,0.0714285714285714,0.928571428571429,7,7,7
id:316,316,NX,Air Macau,Macao,Y,True,True,False,True,1505.6286140873,1315.47510488349,2412.43426489248,52,0,0,1,7,7,7
id:3354,3354,OM,MIAT Mongolian Airlines,Mongolia,Y,False,False,False,False,2557.62512244724,2440.39598966272,4477.78250700844,12,0,0,1,7,7,7
id:3233,3233,QV,Lao Airlines,Lao Peoples Democratic Republic,Y,True,False,False,False,657.546391832143,467.40855453718,1267.49550686008,42,0,0.380952380952381,0.619047619047619,7,7,7
id:4375,4375,SG,Spicejet,India,Y,True,True,True,True,809.567816441304,662.858728997462,1504.24836437984,162,0,0.876543209876543,0.123456790123457,7,7,7
id:18543,18543,SX,SkyWork Airlines ,Switzerland,Y,True,False,False,False,689.338142706688,718.34334629409,904.447473827742,24,0,0,1,7,7,7
id:10122,10122,SZ,Salzburg arrows,Austria,Y,True,False,False,False,2464.68517588299,2370.362046537,3477.29315519299,48,0,0,1,7,7,7
id:5083,5083,T5,Turkmenistan Airlines,Turkmenistan,Y,False,False,False,False,2976.77285538586,2508.56985810478,4779.93706401198,16,0,0,1,7,7,7
id:18529,18529,TJ,T.J. Air,United States,Y,False,False,False,False,293.195611152177,312.136121580722,372.113617794547,14,0,0.285714285714286,0.714285714285714,7,7,7
id:225,225,TN,Air Tahiti Nui,France,Y,False,False,False,False,5568.12895813125,6611.42485290986,9444.65158210583,11,0,0.0909090909090909,0.909090909090909,7,7,7
id:3721,3721,U7,Northern Dene Airways,Canada,Y,False,False,False,False,657.155323210014,533.09493336358,1260.45910495208,16,0,0,1,7,7,7
id:2774,2774,UO,Hong Kong Express Airways,Hong Kong SAR of China,Y,True,False,False,False,1950.36950638262,2058.44793502691,2518.32383938103,20,0,0,1,7,7,7
id:5041,5041,VR,TACV,Portugal,Y,True,False,False,False,1845.08289166862,645.60253485517,4520.95293546335,38,0,0.473684210526316,0.526315789473684,7,7,7
id:9809,9809,ZE,Eastar Jet,South Korea,Y,True,False,False,False,1413.1412337455,860.298048938519,3661.12887231214,22,0,0.272727272727273,0.727272727272727,7,7,7
id:17885,17885,4O,Interjet (ABC Aerolineas),Mexico,Y,True,True,True,True,1120.73569576134,1022.49539567025,2050.50735154222,112,0,0.75,0.25,6,6,6
id:1401,1401,4T,Belair Airlines,Switzerland,Y,False,False,False,False,2364.06275614913,2655.98222811038,3325.34552407065,12,0,0,1,6,6,6
id:2850,2850,6E,IndiGo Airlines,India,Y,True,True,True,True,1039.79786345582,864.956919808385,1930.92838778682,199,0,0.899497487437186,0.100502512562814,6,6,6
id:1629,1629,9K,Cape Air,United States,Y,True,True,False,True,199.037237220611,187.109372006241,322.065889910582,84,0,0.80952380952381,0.19047619047619,6,6,6
id:3392,3392,AE,Mandarin Airlines,Taiwan,Y,True,False,False,False,776.162718097128,539.462397592218,1928.50490900239,36,0,0.333333333333333,0.666666666666667,6,6,6
id:1463,1463,BV,Blue Panorama Airlines,Italy,Y,True,False,False,False,2752.24161541051,804.162014286319,8342.22740378099,49,0,0.387755102040816,0.612244897959184,6,6,6
id:4840,4840,DV,Scat Air,Kazakhstan,Y,True,True,False,True,952.187097127249,847.160074269357,1619.82387119671,78,0,0.743589743589744,0.256410256410256,6,6,6
id:1316,1316,FL,AirTran Airways,United States,Y,True,True,True,True,1458.26575920496,1350.67243708388,2689.26028188993,169,0,0.727810650887574,0.272189349112426,6,6,6
id:14849,14849,JY,Aereonautica militare,Italy,Y,True,False,False,False,398.421659830646,379.652918786543,751.706574441032,28,0,0.214285714285714,0.785714285714286,6,6,6
id:2058,2058,KB,Druk Air,Bhutan,Y,True,False,False,False,1064.623228891,676.140679916458,2035.21635685519,20,0,0,1,6,6,6
id:19610,19610,LT,Air Lituanica,Lithuania,Y,False,False,False,False,1091.20318537915,1032.18362175693,1651.6440994506,12,0,0,1,6,6,6
id:4311,4311,NL,Shaheen Air International,Pakistan,Y,True,True,False,True,1909.52322954392,1882.33003934565,3183.08728937897,64,0,0.25,0.75,6,6,6
id:3776,3776,OA,Olympic Airlines,Greece,Y,True,True,False,True,272.191898917701,202.29070239991,591.654126409034,54,0,0.814814814814815,0.185185185185185,6,6,6
id:5156,5156,PZ,TAM Mercosur,Paraguay,Y,False,False,False,False,1248.51288305816,1136.68194767486,1804.27389256873,18,0,0.111111111111111,0.888888888888889,6,6,6
id:4438,4438,SI,Skynet Airlines,Ireland,Y,True,False,False,False,404.919110117008,323.634022001699,714.347356229531,20,0,0,1,6,6,6
id:11811,11811,UJ,AlMasria Universal Airlines,Egypt,Y,True,False,False,False,1048.09075172219,1036.1807437697,1718.66626105253,32,0,0.1875,0.8125,6,6,6
id:20577,20577,V7,VOLOTEA Airways,Spain,Y,True,True,True,True,949.132446227192,902.704540091,1313.91897867463,136,0,0.676470588235294,0.323529411764706,6,6,6
id:1441,1441,WW,bmibaby,United Kingdom,Y,False,False,False,False,2391.89651227926,2241.08045217552,3208.07138650181,10,0,0,1,6,6,6
id:13088,13088,Y7,NordStar Airlines,Russia,Y,True,True,False,True,2176.52539699733,2089.89613648648,3851.74579459663,74,0,0.783783783783784,0.216216216216216,6,6,6
id:16475,16475,YI,TUR Avrupa Hava YollarÄ±,Turkey,N,True,False,False,False,270.19880264722,282.006833621194,498.896468586762,27,0,0.0740740740740741,0.925925925925926,6,6,6
id:9764,9764,Z2,Zest Air,Philippines,Y,True,False,False,False,1623.34301735465,1432.26167974009,2876.2611665549,32,0,0.3125,0.6875,6,6,6
id:21,21,ZI,Aigle Azur,France,Y,True,True,False,True,1397.05586857539,1362.25663671574,1791.20097970256,64,0,0,1,6,6,6
id:5521,5521,3J,Zip,Canada,N,False,False,False,False,1257.53752487911,1086.08750810037,1677.21246973655,5,0,0,1,5,3,4
id:2916,2916,3L,Intersky,Austria,Y,True,False,False,False,583.784380267511,556.076865486549,753.079733751055,26,0,0.230769230769231,0.769230769230769,5,5,5
id:18232,18232,5Q,BQB Lineas Aereas,Uruguay,Y,False,False,False,False,946.989436088842,1076.83395608324,1645.83719936107,18,0,0,1,5,5,5
id:2954,2954,6H,Israir,Israel,Y,False,False,False,False,1635.5336800449,1837.75467354379,2834.4922616343,12,0,0.333333333333333,0.666666666666667,5,5,5
id:3788,3788,8Q,Onur Air,Turkey,Y,True,False,False,False,1010.63620906789,874.895211412562,2195.93516748154,36,0,0.722222222222222,0.277777777777778,5,5,5
id:20004,20004,9V,Volotea Costa Rica,Costa Rica,Y,True,False,False,False,578.417940765035,416.674418632466,1614.75952961396,31,0,0.67741935483871,0.32258064516129,5,5,5
id:3740,3740,BJ,Nouvel Air Tunisie,Tunisia,Y,True,False,False,False,1558.69296464389,1559.27647175685,2577.1943832262,35,0,0.114285714285714,0.885714285714286,5,5,5
id:20047,20047,E2,Eagle Atlantic Airlines,Ghana,Y,False,False,False,False,823.051523901335,773.038284264533,1437.15265565632,12,0,0,1,5,5,5
id:2468,2468,F9,Frontier Airlines,United States,Y,True,True,True,True,1688.58940322156,1490.11056620066,2729.04573961796,192,0,0.78125,0.21875,5,5,5
id:476,476,FO,Airlines Of Tasmania,Australia,Y,True,False,False,False,702.939365382987,534.360987043671,1579.20829733149,34,0,0.588235294117647,0.411764705882353,5,4,5
id:132,132,JA,Air Bosna,Bosnia and Herzegovina,Y,False,False,False,False,668.18418881614,728.856320587457,1372.22173560137,10,0,0.2,0.8,5,5,5
id:3290,3290,JT,Lion Mentari Airlines,Indonesia,Y,True,True,True,True,1012.8996474218,883.029026053978,1652.79096992936,168,0,0.94047619047619,0.0595238095238095,5,5,5
id:1682,1682,KX,Cayman Airways,Cayman Islands,Y,True,False,False,False,811.39067830459,504.661452609974,2480.87995287713,23,0,0.304347826086957,0.695652173913043,5,5,5
id:18732,18732,OD,Malindo Air,Malaysia,Y,True,False,False,False,1445.71665737987,1128.9993856554,3624.3759158881,46,0,0.565217391304348,0.434782608695652,5,5,5
id:882,882,QH,Air Florida,United States,Y,True,False,False,False,2014.21034911779,1832.46878084217,3469.24387294699,34,0,0.0588235294117647,0.941176470588235,5,5,5
id:2857,2857,QZ,Indonesia AirAsia,Indonesia,Y,True,True,False,True,1288.17439927987,1165.25912664342,1978.25370911862,62,0,0.32258064516129,0.67741935483871,5,5,5
id:3637,3637,RA,Nepal Airlines,Nepal,Y,False,False,False,False,2948.66569140233,3102.79017728176,3359.54620709665,8,0,0,1,5,5,5
id:19676,19676,RX,Rainbow Air Polynesia,United States,Y,True,False,False,False,991.741433837607,329.779117788679,2667.9369047111,20,0,0.4,0.6,5,5,5
id:4599,4599,SC,Shandong Airlines,China,Y,True,True,True,True,978.693541071071,886.439153414246,1537.07429103994,298,12,0.912751677852349,0.087248322147651,5,5,5
id:9541,9541,TM,Air Mozambique,Mozambique,Y,True,True,False,True,852.628326918202,721.748475372285,1579.45479289584,54,0,0.666666666666667,0.333333333333333,5,5,5
id:16624,16624,TW,Tway Airlines,South Korea,Y,False,False,False,False,1165.48395478934,707.331732998675,2571.57841936305,16,0,0.25,0.75,5,5,5
id:1403,1403,UP,Bahamasair,Bahamas,Y,True,True,False,True,551.17027883109,317.419203623261,1454.04294714608,58,0,0.517241379310345,0.482758620689655,5,5,5
code:XU,,XU,,,,True,False,False,False,952.669789157233,713.120882772501,1992.80086696415,26,0,0.423076923076923,0.576923076923077,5,5,5
id:5523,5523,Z4,Zoom Airlines,Canada,Y,False,False,False,False,1347.80024683622,889.479538985415,3202.86935247109,10,0,0,1,5,5,5
id:10758,10758,4Q,Safi Airlines,Afghanistan,Y,False,False,False,False,929.699437625923,982.834332932987,1643.38684325484,14,0,0.285714285714286,0.714285714285714,4,4,4
id:1469,1469,7R,BRA-Transportes Aereos,Brazil,N,True,True,False,True,900.082533515497,785.124466469907,1521.84210375401,70,2,0.914285714285714,0.0857142857142857,4,4,4
id:19810,19810,9N,Regional Air Iceland,Iceland,Y,False,False,False,False,253.983430882588,234.56461835726,415.542428037069,12,4,0.166666666666667,0.833333333333333,4,4,4
id:683,683,BP,Air Botswana,Botswana,Y,True,False,False,False,797.05514023274,797.829540323967,1263.38291004318,24,0,0.333333333333333,0.666666666666667,4,4,4
id:4475,4475,DG,South East Asian Airlines,Philippines,Y,True,False,False,False,1028.81049338703,567.230709466926,2330.49170894839,22,0,0.636363636363636,0.363636363636364,4,4,4
id:16963,16963,E5,Air Arabia Egypt,Egypt,Y,False,False,False,False,1515.48872605307,1766.3448474351,2018.8923458929,10,0,0,1,4,4,4
id:4513,4513,FS,Servicios de Transportes A,Argentina,Y,False,False,False,False,1359.86181152779,1487.91635904732,1814.90184211121,17,0,0,1,4,4,3
id:2353,2353,FY,Firefly,Malaysia,Y,True,False,False,False,370.085888314739,355.067264956024,527.111696530338,40,0,0.55,0.45,4,4,4
id:508,508,GR,Aurigny Air Services,United Kingdom,Y,True,False,False,False,231.134475473102,236.45343033373,392.772679829074,20,0,0.1,0.9,4,4,4
id:4737,4737,H2,Sky Airline,Chile,Y,True,False,False,False,736.143149173587,566.758037521288,1296.73137954757,49,0,0.877551020408163,0.122448979591837,4,4,4
id:4808,4808,HZ,Sat Airlines,Kazakhstan,Y,False,False,False,False,844.511269526978,749.336400036088,1271.5472925619,11,0,0.272727272727273,0.727272727272727,4,4,3
id:4797,4797,IE,Solomon Airlines,Solomon Islands,Y,True,True,False,True,418.136245149555,231.628690607146,1186.93617947813,54,0,0.851851851851852,0.148148148148148,4,4,4
id:998,998,JS,Air Koryo,Democratic People's Republic of Korea,Y,False,False,False,False,1636.64227472181,747.881004155157,4724.61730669471,8,0,0,1,4,4,4
id:13899,13899,K6,Cambodia Angkor Air (K6),Cambodia,Y,True,False,False,False,997.973862283807,503.930406462438,2696.25766764788,22,0,0.181818181818182,0.818181818181818,4,4,4
id:5354,5354,LC,Varig Log,Brazil,Y,False,False,False,False,2560.26959228068,1629.80111745826,6052.22867028204,14,0,0.142857142857143,0.857142857142857,4,4,4
id:17675,17675,MM,Peach Aviation,Japan,Y,True,False,False,False,956.103721496116,654.724326002668,1933.35535820827,32,0,0.625,0.375,4,4,4
id:13335,13335,MR,Homer Air,Germany,Y,False,False,False,False,1130.25277573783,528.845934830492,3095.68264458054,19,0,0.578947368421053,0.421052631578947,4,4,4
id:524,524,NF,Air Vanuatu,Vanuatu,Y,True,True,False,True,297.564940334403,108.278555016716,527.988757549289,90,0,0.888888888888889,0.111111111111111,4,4,4
id:462,462,OB,Astrakhan Airlines,Russia,Y,True,False,False,False,1321.1273376594,518.535286636361,2021.63944071323,28,0,0.75,0.25,4,4,4
id:3826,3826,OJ,Overland Airways,Nigeria,Y,False,False,False,False,3106.11684651728,2707.84342753162,4630.30415500222,8,0,0,1,4,4,4
id:3618,3618,ON,Nauru Air Corporation,Nauru,Y,False,False,False,False,1423.10881068468,849.7158644108,3327.76786051758,8,0,0,1,4,4,4
id:491,491,OS,Austrian Airlines,Austria,Y,False,False,False,False,6127.01137958043,8451.05126772778,9154.04874818505,6,0,0,1,4,4,4
id:3834,3834,PV,PAN Air,Spain,Y,False,False,False,False,67.6253322986313,31.907540194711,140.37204710367,6,0,0,1,4,4,4
id:4031,4031,PW,Precision Air,Tanzania,Y,True,False,False,False,524.637257922609,472.796137119455,851.850488532009,31,0,0.548387096774194,0.451612903225806,4,4,4
id:13108,13108,Q2,Maldivian,Maldives,Y,True,False,False,False,570.322840513203,436.124666240208,1220.23411151004,28,0,0.571428571428571,0.428571428571429,4,4,4
id:3857,3857,Q8,Pacific East Asia Cargo Airlines,Philippines,Y,False,False,False,False,1053.07958783296,1010.08058043275,1785.85081644067,14,0,0.142857142857143,0.857142857142857,4,4,4
id:426,426,QN,Air Armenia,Armenia,N,False,False,False,False,1928.86343753924,1792.23817443931,2902.84713796239,16,0,0,1,4,4,4
id:3391,3391,RI,Mandala Airlines,Indonesia,Y,False,False,False,False,1551.55700115455,1168.44652704695,2876.53000370882,16,0,0.5,0.5,4,4,4
id:11857,11857,RL,Royal Falcon,Jordan,Y,False,False,False,False,834.037985558592,889.479538985415,1159.90694763519,7,0,0,1,4,4,4
id:3097,3097,RQ,Kam Air,Afghanistan,Y,False,False,False,False,1163.79965044248,1001.29348739133,1686.39712490018,5,0,0,1,4,3,4
id:4735,4735,S3,Santa Barbara Airlines,Venezuela,Y,False,False,False,False,3060.47951064581,2193.41484474875,5619.8249412655,6,0,0,1,4,4,4
id:2622,2622,TA,Grupo TACA,Costa Rica,Y,False,False,False,False,1085.09902574816,1272.21972921109,1638.24789553786,6,0,0,1,4,4,4
id:5085,5085,UG,Tuninter,Tunisia,Y,True,False,False,False,366.357162617448,332.762585470175,570.003094936522,24,0,0.583333333333333,0.416666666666667,4,4,4
id:5439,5439,WF,Widerøe,Norway,Y,True,True,True,True,252.751363498524,181.345304462804,596.724622976581,205,0,0.921951219512195,0.0780487804878048,4,4,4
id:1943,1943,YK,Cyprus Turkish Airlines,Turkey,Y,True,False,False,False,2041.79113588578,2034.16707688744,3351.89411899988,34,0,0.0588235294117647,0.941176470588235,4,4,4
id:16882,16882,YQ,Polet Airlines (Priv),Russia,Y,False,False,False,False,1010.63524455455,1048.0012829307,1795.1096898532,14,0,0.571428571428571,0.428571428571429,4,4,4
code:ZD,,ZD,,,,False,False,False,False,467.178699688472,335.96048084188,936.665125660125,8,0,0,1,4,4,4
id:3652,3652,2N,NextJet,Sweden,Y,True,False,False,False,338.735042971421,306.205842722427,546.023731849047,41,0,0.804878048780488,0.195121951219512,3,3,3
id:5002,5002,3P,Tiara Air,Aruba,Y,False,False,False,False,154.85992936028,100.639998646189,285.485781052813,6,0,0.166666666666667,0.833333333333333,3,3,3
id:3545,3545,3R,Moskovia Airlines,Russia,Y,True,False,False,False,2235.49669786779,2619.93205972933,2927.90314724632,20,0,0.3,0.7,3,3,3
id:3201,3201,4M,LAN Argentina,Argentina,Y,False,False,False,False,4870.68253337862,6026.82472699875,7118.92468009731,6,0,0,1,3,3,3
id:1581,1581,5C,CAL Cargo Air Lines,Israel,Y,True,False,False,False,144.982027692771,154.822427628833,226.576779659813,25,4,0.84,0.16,3,3,3
id:8576,8576,5H,Fly540,Kenya,Y,False,False,False,False,364.516961038573,292.631983969783,632.940984807086,18,0,0.777777777777778,0.222222222222222,3,3,3
code:5U,,5U,,,,False,False,False,False,297.90741096933,295.881022985717,383.167457312708,9,0,0.222222222222222,0.777777777777778,3,3,3
id:4805,4805,6W,Saratov Aviation Division,Russia,Y,False,False,False,False,1229.10259505372,1116.77572169249,2220.6107770193,10,0,0.6,0.4,3,3,3
id:17408,17408,8B,BusinessAir,Thailand,Y,False,False,False,False,2747.16802127515,2968.47643463608,4255.14403635603,12,0,0.166666666666667,0.833333333333333,3,3,3
id:3534,3534,8I,Myway Airlines,Italy,Y,False,False,False,False,855.360767828181,391.361694797192,1828.11197306476,6,0,0,1,3,3,3
id:439,439,AS,Alaska Airlines,ALASKA,Y,True,True,True,True,2182.53758292207,1913.27731581029,4132.31284115464,238,0,0.882352941176471,0.117647058823529,3,3,3
id:2395,2395,B5,Flightline,United Kingdom,Y,True,False,False,False,516.368650783519,477.952936049318,949.440667098665,26,0,0.730769230769231,0.269230769230769,3,3,3
id:9082,9082,B7,Uni Air,Taiwan,Y,True,False,False,False,944.035422683601,849.137663798792,1713.42804937281,34,0,0,1,3,3,3
id:1750,1750,C8,Chicago Express,United States,N,False,False,False,False,518.181437153121,498.449072906154,960.277833512773,8,0,0.25,0.75,3,3,3
id:1966,1966,D3,Daallo Airlines,Djibouti,Y,False,False,False,False,1228.98504783861,1086.08750810037,2054.57779308536,6,0,0.166666666666667,0.833333333333333,3,3,3
id:11806,11806,E9,Compagnie Africaine d\\'Aviation,Congo (Kinshasa),Y,False,False,False,False,7265.94765172135,7265.94765172135,7961.52905917289,4,0,0,1,3,3,3
code:EB,,EB,,,,False,False,False,False,5909.34429794904,6570.36624426981,7961.52905917289,5,0,0.2,0.8,3,3,3
id:2989,2989,EG,Japan Asia Airways,Japan,Y,False,False,False,False,2492.43891319337,2763.92440186066,3360.57647099674,9,0,0,1,3,3,3
id:336,336,EL,Air Nippon,Japan,Y,False,False,False,False,1661.02166658497,1557.18315169559,1985.18460210048,6,0,0,1,3,3,3
id:2293,2293,EO,Express One International,United States,Y,False,False,False,False,1207.62018568994,1304.33010106479,1729.02250891944,12,0,0,1,3,3,3
id:921,921,GL,Air Greenland,Denmark,Y,True,True,False,True,379.783224665139,202.403471216091,670.342950356092,56,0,0.928571428571429,0.0714285714285714,3,3,3
id:9784,9784,HK,Yangon Airways,Burma,Y,False,False,False,False,2680.84764607696,3189.79962333454,3510.76646159214,6,0,0,1,3,3,3
